,Usia,Gender,Gaji,Jumlah Anak
110,39,L,1-3JT,5
111,36,P,7-10JT,5
112,45,P,4-6JT,2
113,42,P,1-3JT,6
114,56,L,4-6JT,0
115,19,P,1-3JT,1
116,25,P,7-10JT,1
117,25,L,4-6JT,6
118,55,L,7-10JT,5
119,46,L,4-6JT,1
120,23,P,4-6JT,6
121,48,P,4-6JT,0
122,34,L,4-6JT,2
123,58,L,7-10JT,0
124,57,P,1-3JT,2
125,39,L,7-10JT,1
126,45,P,1-3JT,1
127,46,P,4-6JT,0
128,42,P,1-3JT,1
129,50,L,1-3JT,4
130,36,L,1-3JT,1
131,51,P,7-10JT,6
132,59,L,4-6JT,5
133,58,L,7-10JT,1
134,33,P,4-6JT,1
135,22,P,4-6JT,6
136,27,P,1-3JT,0
137,46,L,1-3JT,1
138,42,L,1-3JT,3
139,52,L,4-6JT,3
140,30,L,7-10JT,5
141,49,P,7-10JT,0
142,57,L,4-6JT,0
143,52,L,4-6JT,4
144,56,P,1-3JT,3
145,42,L,1-3JT,6
146,27,L,7-10JT,0
147,41,L,4-6JT,5
148,40,L,1-3JT,2
149,35,L,1-3JT,2
150,42,P,4-6JT,1
151,31,L,1-3JT,5
152,42,P,4-6JT,6
153,25,P,7-10JT,3
154,59,L,7-10JT,0
155,42,L,4-6JT,2
156,31,P,4-6JT,2
157,51,L,7-10JT,3
158,27,L,7-10JT,2
159,40,L,4-6JT,5
160,52,L,1-3JT,2
161,51,P,1-3JT,0
162,54,P,4-6JT,1
163,28,L,4-6JT,3
164,47,P,1-3JT,3
165,26,P,4-6JT,3
166,58,P,7-10JT,5
167,17,P,4-6JT,3
168,23,P,1-3JT,1
169,33,L,4-6JT,3
170,44,L,1-3JT,0
171,18,P,1-3JT,0
172,49,P,4-6JT,0
173,33,L,1-3JT,2
174,56,L,7-10JT,6
175,59,P,7-10JT,6
176,56,P,7-10JT,4
177,51,P,1-3JT,0
178,23,L,7-10JT,2
179,59,P,4-6JT,5
180,20,L,1-3JT,4
181,46,L,7-10JT,4
182,20,P,1-3JT,6
183,38,P,1-3JT,5
184,31,L,4-6JT,2
185,54,P,1-3JT,2
186,17,P,4-6JT,1
187,34,P,1-3JT,5
188,46,P,7-10JT,4
189,50,P,4-6JT,1
190,39,P,7-10JT,6
191,25,P,7-10JT,5
192,18,L,1-3JT,1
193,18,L,7-10JT,4
194,39,L,4-6JT,1
195,28,P,1-3JT,1
196,26,L,4-6JT,6
197,55,P,1-3JT,2
198,55,L,1-3JT,4
199,31,L,4-6JT,4
200,47,P,1-3JT,5
201,48,L,4-6JT,5
202,58,P,1-3JT,3
203,27,L,1-3JT,5
204,42,L,4-6JT,4
205,30,L,7-10JT,3
206,59,P,4-6JT,1
207,41,P,7-10JT,5
208,54,P,1-3JT,4
209,50,L,4-6JT,5
210,42,P,4-6JT,6
211,45,L,1-3JT,3
212,43,P,1-3JT,5
213,40,L,7-10JT,4
214,24,L,7-10JT,4
215,33,L,7-10JT,4
216,20,L,1-3JT,2
217,23,L,4-6JT,6
218,27,P,4-6JT,3
219,20,L,1-3JT,2
220,58,L,7-10JT,2
221,33,P,4-6JT,2
222,35,L,7-10JT,6
223,48,P,7-10JT,0
224,34,L,7-10JT,4
225,22,P,4-6JT,5
226,51,P,7-10JT,0
227,49,P,7-10JT,4
228,36,P,4-6JT,2
229,20,P,7-10JT,5
230,57,P,7-10JT,2
231,38,L,7-10JT,0
232,18,P,7-10JT,3
233,21,L,4-6JT,2
234,34,P,1-3JT,1
235,32,L,1-3JT,6
236,22,L,1-3JT,3
237,43,L,1-3JT,5
238,18,L,4-6JT,2
239,19,L,4-6JT,6
240,52,L,4-6JT,2
241,50,P,7-10JT,3
242,43,L,7-10JT,0
243,41,P,1-3JT,4
244,42,L,1-3JT,4
245,20,L,1-3JT,6
246,37,P,1-3JT,4
247,43,P,1-3JT,1
248,43,L,1-3JT,1
249,53,L,7-10JT,3
250,55,P,7-10JT,6
251,47,L,4-6JT,2
252,39,P,4-6JT,2
253,47,L,1-3JT,0
254,56,P,4-6JT,6
255,53,P,7-10JT,2
256,51,L,4-6JT,3
257,57,P,4-6JT,6
258,38,P,1-3JT,1
259,60,P,4-6JT,0
260,50,L,1-3JT,6
261,27,L,7-10JT,4
262,45,P,4-6JT,3
263,29,L,4-6JT,0
264,20,L,1-3JT,6
265,25,L,7-10JT,1
266,50,L,7-10JT,5
267,55,P,7-10JT,4
268,31,P,1-3JT,4
269,21,L,4-6JT,3
270,42,L,1-3JT,6
271,47,P,4-6JT,5
272,53,P,1-3JT,0
273,53,P,4-6JT,3
274,60,P,4-6JT,2
275,54,L,1-3JT,6
276,34,P,7-10JT,0
277,48,L,7-10JT,6
278,21,P,1-3JT,1
279,35,L,1-3JT,5
280,23,L,1-3JT,4
281,26,P,1-3JT,4
282,19,P,1-3JT,5
283,51,L,4-6JT,0
284,21,P,7-10JT,4
285,22,P,1-3JT,5
286,47,L,4-6JT,6
287,38,L,4-6JT,6
288,45,L,7-10JT,0
289,59,L,7-10JT,5
290,35,L,7-10JT,3
291,32,L,1-3JT,5
292,23,L,4-6JT,3
293,26,P,1-3JT,1
294,56,L,1-3JT,0
295,53,P,4-6JT,5
296,28,L,1-3JT,3
297,34,P,4-6JT,2
298,23,P,7-10JT,2
299,21,L,7-10JT,2
300,25,L,1-3JT,6
301,37,P,4-6JT,3
302,49,P,1-3JT,5
303,24,L,7-10JT,3
304,44,P,7-10JT,6
305,27,L,4-6JT,5
306,60,P,7-10JT,1
307,20,P,7-10JT,6
308,19,P,1-3JT,0
309,46,P,4-6JT,0
310,57,L,1-3JT,1
311,49,P,1-3JT,2
312,34,L,7-10JT,1
313,37,P,1-3JT,1
314,49,L,4-6JT,4
315,18,L,7-10JT,3
316,43,P,1-3JT,3
317,25,P,4-6JT,2
318,35,P,7-10JT,4
319,39,P,7-10JT,3
320,25,P,7-10JT,1
321,32,L,7-10JT,1
322,30,L,4-6JT,0
323,39,P,7-10JT,6
324,49,L,1-3JT,4
325,58,P,4-6JT,3
326,38,L,7-10JT,0
327,23,P,1-3JT,5
328,17,L,1-3JT,1
329,50,P,7-10JT,1
330,42,L,4-6JT,1
331,43,L,4-6JT,5
332,48,P,1-3JT,5
333,28,L,7-10JT,4
334,52,L,1-3JT,4
335,51,P,4-6JT,6
336,38,L,7-10JT,4
337,34,P,4-6JT,5
338,55,L,1-3JT,1
339,43,P,4-6JT,0
340,48,P,7-10JT,4
341,56,L,1-3JT,0
342,56,P,4-6JT,5
343,57,P,4-6JT,1
344,23,P,1-3JT,2
345,55,L,7-10JT,3
346,53,L,7-10JT,5
347,37,P,4-6JT,4
348,25,L,4-6JT,6
349,50,L,1-3JT,0
350,32,P,7-10JT,1
351,39,L,7-10JT,2
352,60,P,7-10JT,1
353,50,P,7-10JT,3
354,53,L,7-10JT,2
355,39,L,1-3JT,5
356,49,L,4-6JT,3
357,19,P,7-10JT,4
358,58,L,1-3JT,6
359,33,L,4-6JT,1
360,51,P,4-6JT,0
361,48,L,1-3JT,4
362,34,P,7-10JT,4
363,32,P,1-3JT,2
364,38,L,7-10JT,1
365,46,L,1-3JT,0
366,41,L,7-10JT,0
367,33,P,7-10JT,2
368,48,P,1-3JT,0
369,23,L,4-6JT,6
370,54,L,4-6JT,4
371,34,P,4-6JT,1
372,49,L,1-3JT,2
373,24,P,4-6JT,3
374,49,P,1-3JT,1
375,36,P,7-10JT,4
376,26,L,7-10JT,5
377,34,L,4-6JT,3
378,23,P,4-6JT,4
379,23,P,7-10JT,0
380,59,L,4-6JT,2
381,57,P,4-6JT,0
382,57,P,1-3JT,4
383,35,L,4-6JT,3
384,17,P,4-6JT,4
385,26,P,7-10JT,0
386,50,P,1-3JT,5
387,36,L,4-6JT,4
388,48,L,1-3JT,5
389,32,P,4-6JT,1
390,45,P,7-10JT,0
391,48,L,4-6JT,3
392,32,L,4-6JT,2
393,38,P,7-10JT,4
394,19,L,1-3JT,4
395,39,P,1-3JT,4
396,35,L,7-10JT,1
397,25,P,1-3JT,3
398,26,L,1-3JT,0
399,51,L,1-3JT,4
400,58,L,7-10JT,1
401,21,L,7-10JT,4
402,41,P,1-3JT,3
403,51,L,4-6JT,0
404,31,L,7-10JT,3
405,19,L,1-3JT,0
406,20,L,1-3JT,6
407,25,P,7-10JT,2
408,47,L,7-10JT,3
409,43,P,7-10JT,4
410,56,L,7-10JT,5
411,54,L,1-3JT,5
412,50,L,7-10JT,1
413,26,L,4-6JT,2
414,18,P,7-10JT,6
415,28,P,1-3JT,2
416,40,L,7-10JT,4
417,58,P,7-10JT,1
418,42,P,4-6JT,1
419,45,P,1-3JT,5
420,40,P,7-10JT,1
421,40,L,4-6JT,1
422,34,P,4-6JT,4
423,19,P,1-3JT,3
424,37,P,7-10JT,0
425,22,L,7-10JT,2
426,44,L,7-10JT,1
427,46,P,1-3JT,3
428,27,P,4-6JT,1
429,37,P,4-6JT,2
430,54,L,4-6JT,0
431,19,L,4-6JT,3
432,41,P,4-6JT,6
433,39,L,4-6JT,6
434,27,P,4-6JT,5
435,22,P,7-10JT,0
436,23,P,7-10JT,1
437,18,P,7-10JT,2
438,47,P,1-3JT,1
439,20,P,4-6JT,3
440,45,L,1-3JT,3
441,27,L,4-6JT,5
442,33,L,7-10JT,4
443,37,P,1-3JT,6
444,45,P,1-3JT,5
445,56,L,4-6JT,2
446,37,P,7-10JT,3
447,19,L,4-6JT,2
448,52,L,7-10JT,1
449,42,L,1-3JT,0
450,32,L,7-10JT,3
451,24,L,1-3JT,5
452,46,P,7-10JT,5
453,52,P,4-6JT,2
454,50,L,4-6JT,5
455,31,P,7-10JT,1
456,55,P,1-3JT,2
457,49,L,4-6JT,2
458,20,L,4-6JT,4
459,33,L,4-6JT,4
460,40,L,4-6JT,6
461,32,L,7-10JT,3
462,38,P,1-3JT,4
463,23,L,4-6JT,2
464,58,P,7-10JT,4
465,25,P,7-10JT,0
466,55,L,4-6JT,6
467,26,P,7-10JT,0
468,21,L,1-3JT,3
469,54,P,1-3JT,5
470,25,L,7-10JT,5
471,17,L,7-10JT,5
472,40,P,4-6JT,1
473,23,P,1-3JT,4
474,27,L,1-3JT,4
475,32,L,4-6JT,6
476,28,L,1-3JT,2
477,35,L,4-6JT,3
478,22,P,4-6JT,4
479,48,P,4-6JT,5
480,46,P,4-6JT,3
481,58,L,7-10JT,5
482,25,P,7-10JT,0
483,32,P,7-10JT,3
484,18,P,1-3JT,3
485,58,P,1-3JT,0
486,50,P,4-6JT,5
487,56,L,1-3JT,1
488,24,P,1-3JT,1
489,29,P,7-10JT,5
490,36,P,1-3JT,2
491,51,P,1-3JT,0
492,42,P,1-3JT,6
493,24,L,7-10JT,6
494,18,P,1-3JT,5
495,30,L,4-6JT,2
496,38,P,1-3JT,3
497,41,L,7-10JT,0
498,60,P,4-6JT,0
499,26,P,4-6JT,1
500,30,L,1-3JT,4
501,21,P,7-10JT,2
502,17,L,4-6JT,1
503,30,P,7-10JT,3
504,44,P,7-10JT,3
505,39,P,7-10JT,6
506,17,L,7-10JT,3
507,25,P,4-6JT,3
508,55,L,1-3JT,2
509,19,L,7-10JT,1
510,26,L,7-10JT,4
511,25,P,7-10JT,5
512,45,L,4-6JT,5
513,20,L,7-10JT,5
514,58,L,1-3JT,6
515,60,L,4-6JT,5
516,43,L,4-6JT,4
517,44,P,4-6JT,5
518,17,L,7-10JT,1
519,23,P,1-3JT,6
520,38,P,4-6JT,1
521,32,P,4-6JT,2
522,50,L,7-10JT,5
523,17,L,7-10JT,5
524,32,P,1-3JT,1
525,60,P,4-6JT,4
526,42,P,1-3JT,4
527,47,L,7-10JT,4
528,22,L,4-6JT,3
529,20,P,4-6JT,6
530,48,L,1-3JT,5
531,49,P,7-10JT,4
532,22,P,4-6JT,1
533,22,P,1-3JT,6
534,57,L,1-3JT,5
535,47,P,7-10JT,3
536,47,P,4-6JT,4
537,32,L,7-10JT,1
538,43,L,7-10JT,2
539,23,L,7-10JT,5
540,30,L,7-10JT,3
541,54,P,4-6JT,6
542,33,P,4-6JT,2
543,44,L,1-3JT,2
544,41,L,4-6JT,0
545,54,P,4-6JT,3
546,51,P,7-10JT,6
547,32,L,1-3JT,3
548,47,L,4-6JT,2
549,36,L,4-6JT,2
550,46,P,7-10JT,2
551,25,P,1-3JT,1
552,35,L,1-3JT,1
553,34,P,4-6JT,6
554,58,P,7-10JT,5
555,42,P,7-10JT,1
556,34,P,7-10JT,4
557,60,P,1-3JT,4
558,47,P,4-6JT,2
559,20,P,4-6JT,0
560,53,P,7-10JT,4
561,46,P,1-3JT,1
562,26,L,1-3JT,1
563,58,L,7-10JT,6
564,33,P,7-10JT,4
565,33,P,4-6JT,6
566,40,L,7-10JT,4
567,34,L,7-10JT,4
568,34,P,1-3JT,6
569,51,L,4-6JT,5
570,57,P,1-3JT,3
571,37,L,1-3JT,6
572,35,P,1-3JT,3
573,21,P,1-3JT,3
574,53,P,1-3JT,3
575,48,P,7-10JT,1
576,43,L,1-3JT,4
577,55,P,7-10JT,6
578,44,L,4-6JT,0
579,48,P,1-3JT,1
580,39,P,7-10JT,1
581,27,P,7-10JT,0
582,46,L,7-10JT,2
583,44,L,4-6JT,6
584,39,L,1-3JT,3
585,50,P,7-10JT,5
586,40,P,1-3JT,2
587,39,P,4-6JT,0
588,51,P,1-3JT,1
589,41,L,7-10JT,2
590,53,P,4-6JT,3
591,29,L,4-6JT,6
592,52,L,7-10JT,6
593,43,L,1-3JT,2
594,49,L,7-10JT,1
595,45,P,4-6JT,3
596,19,L,1-3JT,5
597,35,L,1-3JT,4
598,35,P,4-6JT,4
599,59,L,7-10JT,2
600,51,L,1-3JT,3
601,38,L,1-3JT,6
602,43,P,7-10JT,3
603,43,P,7-10JT,3
604,60,L,1-3JT,6
605,39,P,4-6JT,5
606,48,P,1-3JT,3
607,46,L,7-10JT,6
608,29,P,7-10JT,4
609,55,P,4-6JT,4
610,32,P,4-6JT,2
611,25,P,1-3JT,6
612,38,P,1-3JT,2
613,31,L,1-3JT,2
614,50,L,4-6JT,1
615,37,P,7-10JT,0
616,21,L,1-3JT,4
617,47,L,7-10JT,1
618,25,P,4-6JT,0
619,39,L,4-6JT,5
620,38,L,7-10JT,3
621,56,P,1-3JT,4
622,59,L,4-6JT,2
623,48,L,7-10JT,2
624,53,L,7-10JT,1
625,57,P,1-3JT,4
626,49,L,7-10JT,6
627,17,P,7-10JT,5
628,38,P,4-6JT,5
629,36,L,4-6JT,0
630,27,P,4-6JT,3
631,57,L,1-3JT,2
632,47,L,4-6JT,4
633,44,L,7-10JT,3
634,48,P,1-3JT,0
635,55,P,4-6JT,4
636,44,L,7-10JT,3
637,49,L,1-3JT,6
638,26,P,4-6JT,6
639,32,L,4-6JT,6
640,23,L,7-10JT,4
641,57,P,1-3JT,0
642,23,P,4-6JT,1
643,49,L,1-3JT,6
644,46,P,4-6JT,0
645,30,L,7-10JT,1
646,39,P,7-10JT,6
647,39,P,1-3JT,2
648,34,L,7-10JT,1
649,55,P,1-3JT,1
650,24,P,7-10JT,0
651,57,L,1-3JT,1
652,19,L,1-3JT,4
653,22,P,7-10JT,6
654,17,P,7-10JT,0
655,34,L,1-3JT,6
656,44,L,4-6JT,3
657,41,P,1-3JT,1
658,21,P,7-10JT,3
659,18,P,1-3JT,1
660,45,L,7-10JT,0
661,19,P,7-10JT,6
662,52,L,7-10JT,4
663,53,L,4-6JT,6
664,58,P,1-3JT,5
665,30,L,1-3JT,0
666,27,P,4-6JT,5
667,49,P,1-3JT,3
668,29,L,4-6JT,1
669,51,L,7-10JT,3
670,45,P,7-10JT,2
671,55,L,7-10JT,5
672,53,P,1-3JT,3
673,28,P,7-10JT,2
674,45,P,1-3JT,1
675,19,L,1-3JT,0
676,38,P,1-3JT,3
677,58,L,7-10JT,4
678,44,P,7-10JT,2
679,35,L,4-6JT,2
680,60,P,1-3JT,5
681,23,L,4-6JT,4
682,54,L,4-6JT,2
683,52,P,4-6JT,6
684,28,L,1-3JT,5
685,48,P,4-6JT,3
686,18,L,7-10JT,3
687,21,L,4-6JT,2
688,44,P,4-6JT,5
689,22,L,1-3JT,5
690,18,P,1-3JT,1
691,50,P,4-6JT,2
692,24,P,4-6JT,5
693,17,P,1-3JT,3
694,25,L,7-10JT,0
695,23,L,7-10JT,3
696,38,P,4-6JT,3
697,29,L,1-3JT,6
698,18,L,7-10JT,4
699,31,L,1-3JT,1
700,32,P,1-3JT,5
701,36,P,1-3JT,5
702,41,L,1-3JT,0
703,52,P,4-6JT,3
704,50,L,7-10JT,4
705,34,P,1-3JT,6
706,29,L,7-10JT,1
707,59,L,7-10JT,1
708,19,L,1-3JT,0
709,36,P,1-3JT,4
710,53,P,4-6JT,6
711,31,P,1-3JT,6
712,29,L,4-6JT,1
713,22,P,7-10JT,1
714,33,P,7-10JT,6
715,31,P,1-3JT,0
716,56,P,1-3JT,3
717,27,P,4-6JT,5
718,18,P,7-10JT,5
719,26,L,7-10JT,1
720,40,L,1-3JT,5
721,23,L,7-10JT,1
722,29,P,1-3JT,6
723,36,L,1-3JT,0
724,53,L,1-3JT,4
725,49,L,4-6JT,6
726,55,L,4-6JT,1
727,47,L,7-10JT,6
728,40,P,4-6JT,1
729,60,P,7-10JT,6
730,43,P,1-3JT,5
731,48,L,4-6JT,1
732,32,P,4-6JT,5
733,27,P,1-3JT,5
734,23,P,7-10JT,0
735,38,L,7-10JT,4
736,33,L,7-10JT,1
737,29,P,1-3JT,0
738,49,P,1-3JT,3
739,48,L,4-6JT,1
740,21,P,4-6JT,5
741,55,P,4-6JT,3
742,37,L,7-10JT,3
743,56,L,1-3JT,1
744,51,P,7-10JT,0
745,24,L,1-3JT,1
746,33,P,4-6JT,4
747,38,P,4-6JT,6
748,30,P,7-10JT,1
749,21,L,7-10JT,6
750,56,L,4-6JT,0
751,56,P,7-10JT,3
752,58,P,7-10JT,5
753,28,P,7-10JT,0
754,48,P,7-10JT,0
755,45,L,1-3JT,3
756,28,L,7-10JT,6
757,41,L,7-10JT,2
758,36,L,7-10JT,0
759,31,L,7-10JT,3
760,34,L,4-6JT,2
761,28,P,1-3JT,5
762,59,P,7-10JT,5
763,44,L,4-6JT,0
764,42,P,1-3JT,3
765,18,L,1-3JT,0
766,50,L,7-10JT,2
767,52,P,7-10JT,3
768,17,L,1-3JT,0
769,30,L,1-3JT,1
770,36,L,7-10JT,5
771,33,P,4-6JT,5
772,33,P,4-6JT,2
773,59,L,4-6JT,3
774,18,L,7-10JT,0
775,45,L,7-10JT,4
776,59,P,1-3JT,4
777,52,L,1-3JT,1
778,59,L,7-10JT,4
779,40,P,7-10JT,6
780,41,L,7-10JT,6
781,46,L,4-6JT,5
782,45,P,4-6JT,5
783,45,P,4-6JT,2
784,36,L,4-6JT,5
785,29,P,7-10JT,5
786,18,P,7-10JT,3
787,23,L,7-10JT,5
788,18,P,7-10JT,1
789,24,P,7-10JT,1
790,18,P,4-6JT,1
791,33,P,7-10JT,5
792,22,L,7-10JT,3
793,20,P,7-10JT,0
794,53,P,1-3JT,0
795,28,L,4-6JT,3
796,45,L,7-10JT,2
797,21,P,4-6JT,4
798,25,P,4-6JT,1
799,44,P,4-6JT,0
800,47,P,4-6JT,3
801,33,L,4-6JT,3
802,44,L,1-3JT,4
803,47,L,4-6JT,3
804,50,L,7-10JT,4
805,52,L,7-10JT,1
806,47,P,7-10JT,0
807,23,L,7-10JT,3
808,59,L,7-10JT,3
809,29,P,4-6JT,4
810,44,P,7-10JT,6
811,37,P,4-6JT,6
812,59,P,4-6JT,5
813,57,P,1-3JT,0
814,54,P,1-3JT,3
815,38,P,1-3JT,4
816,27,L,7-10JT,5
817,45,L,1-3JT,4
818,57,L,1-3JT,0
819,28,L,1-3JT,2
820,46,P,1-3JT,2
821,28,L,7-10JT,1
822,28,P,7-10JT,0
823,19,P,1-3JT,0
824,29,L,4-6JT,4
825,23,P,7-10JT,5
826,25,P,7-10JT,1
827,48,L,4-6JT,6
828,47,P,1-3JT,2
829,27,P,7-10JT,6
830,57,P,4-6JT,0
831,25,P,1-3JT,5
832,29,L,4-6JT,6
833,35,P,4-6JT,4
834,56,L,7-10JT,2
835,28,L,7-10JT,4
836,28,L,4-6JT,1
837,31,P,7-10JT,5
838,60,L,4-6JT,5
839,33,P,1-3JT,1
840,44,L,4-6JT,5
841,37,L,1-3JT,6
842,52,L,1-3JT,6
843,57,L,7-10JT,4
844,38,L,1-3JT,6
845,47,L,1-3JT,4
846,22,P,4-6JT,3
847,42,L,4-6JT,5
848,39,P,4-6JT,6
849,28,P,1-3JT,4
850,29,L,4-6JT,4
851,53,P,7-10JT,2
852,18,P,1-3JT,5
853,45,P,7-10JT,3
854,36,P,7-10JT,6
855,48,P,7-10JT,2
856,57,L,1-3JT,2
857,54,L,7-10JT,0
858,60,P,1-3JT,5
859,46,L,7-10JT,3
860,44,P,7-10JT,6
861,57,P,4-6JT,1
862,25,P,7-10JT,3
863,53,L,7-10JT,4
864,59,L,4-6JT,5
865,54,P,7-10JT,4
866,53,P,7-10JT,1
867,30,L,1-3JT,3
868,38,L,1-3JT,0
869,31,P,7-10JT,3
870,56,P,1-3JT,4
871,43,P,4-6JT,3
872,45,L,7-10JT,5
873,28,P,4-6JT,5
874,40,P,4-6JT,3
875,49,P,4-6JT,5
876,50,L,7-10JT,0
877,60,L,1-3JT,1
878,54,L,7-10JT,2
879,47,L,4-6JT,6
880,20,L,4-6JT,2
881,19,L,4-6JT,1
882,29,L,4-6JT,1
883,22,P,4-6JT,1
884,44,P,1-3JT,6
885,26,L,1-3JT,2
886,41,P,7-10JT,2
887,32,P,1-3JT,3
888,57,L,4-6JT,5
889,46,P,7-10JT,1
890,32,P,1-3JT,2
891,17,P,1-3JT,0
892,20,P,1-3JT,4
893,43,L,4-6JT,1
894,40,P,4-6JT,3
895,20,L,7-10JT,0
896,59,P,4-6JT,2
897,26,L,1-3JT,5
898,37,L,1-3JT,6
899,29,L,4-6JT,4
900,36,L,1-3JT,1
901,40,P,1-3JT,1
902,24,L,4-6JT,2
903,53,L,1-3JT,3
904,39,L,7-10JT,2
905,46,P,1-3JT,4
906,28,L,1-3JT,6
907,30,P,7-10JT,0
908,27,L,7-10JT,1
909,21,L,4-6JT,0
910,31,P,1-3JT,5
911,57,L,1-3JT,2
912,20,P,4-6JT,1
913,57,P,4-6JT,5
914,60,P,1-3JT,0
915,47,P,4-6JT,1
916,51,P,7-10JT,3
917,57,L,7-10JT,3
918,54,L,7-10JT,2
919,38,L,4-6JT,1
920,20,L,1-3JT,2
921,57,L,7-10JT,6
922,17,P,1-3JT,2
923,42,P,4-6JT,4
924,60,P,4-6JT,5
925,58,P,4-6JT,6
926,21,P,1-3JT,6
927,40,L,4-6JT,2
928,39,L,1-3JT,2
929,38,P,7-10JT,2
930,58,L,1-3JT,6
931,51,P,4-6JT,0
932,25,L,1-3JT,5
933,37,L,1-3JT,5
934,38,L,1-3JT,6
935,18,P,4-6JT,1
936,42,P,7-10JT,6
937,44,L,1-3JT,4
938,48,L,7-10JT,4
939,59,P,4-6JT,6
940,22,P,1-3JT,2
941,32,L,1-3JT,1
942,28,P,1-3JT,6
943,27,L,1-3JT,5
944,25,P,7-10JT,0
945,52,L,7-10JT,5
946,18,L,4-6JT,0
947,28,P,1-3JT,1
948,52,L,7-10JT,1
949,37,L,1-3JT,1
950,58,P,7-10JT,1
951,32,L,7-10JT,6
952,24,L,4-6JT,0
953,45,L,7-10JT,1
954,52,P,4-6JT,2
955,24,P,4-6JT,0
956,57,L,7-10JT,4
957,37,P,4-6JT,3
958,29,L,4-6JT,4
959,39,L,1-3JT,1
960,26,L,4-6JT,1
961,29,L,1-3JT,6
962,60,L,7-10JT,6
963,26,P,1-3JT,5
964,45,P,4-6JT,6
965,56,L,1-3JT,6
966,17,P,4-6JT,3
967,54,P,1-3JT,4
968,37,P,4-6JT,5
969,28,P,4-6JT,6
970,19,P,1-3JT,5
971,34,P,4-6JT,2
972,38,P,7-10JT,4
973,52,L,4-6JT,2
974,22,L,1-3JT,1
975,34,L,4-6JT,2
976,52,L,1-3JT,0
977,34,L,4-6JT,5
978,51,P,7-10JT,6
979,26,L,4-6JT,5
980,52,P,4-6JT,0
981,38,L,1-3JT,2
982,25,P,1-3JT,4
983,17,P,1-3JT,2
984,21,L,7-10JT,3
985,52,P,1-3JT,2
986,24,L,4-6JT,2
987,41,P,4-6JT,4
988,51,P,1-3JT,4
989,17,L,4-6JT,6
990,34,P,4-6JT,5
991,56,L,1-3JT,0
992,54,L,1-3JT,0
993,39,P,7-10JT,0
994,49,L,4-6JT,3
995,36,L,1-3JT,4
